Report_ID,Report_Name,Department,Client_Region,Created_Date,Last_Refreshed_Date,Refresh_Frequency,Report_Status,Issues_Raised,Issues_Resolved,Avg_Resolution_Time_Hours,SLA_Status,Maintenance_Hours,Change_Requests,Report_Owner
220,Procurement Spend,IT,India,19-04-2024,26-10-2024,Monthly,Deprecated,2,0,70.83,Met,12.2,0,Finance Team
221,Maintenance SLA,Procurement,USA,21-08-2024,04-02-2024,Weekly,Active,9,1,38.13,Met,5.1,0,BI Team
222,HR Attrition,Sales,USA,10-03-2023,07-10-2024,Monthly,Active,1,10,64,Met,11.5,8,External Vendor
223,Sales Summary,Procurement,UK,24-12-2023,30-09-2024,Daily,Active,12,11,19.09,Breached,11.8,1,IT Support
224,Sales Summary,HR,South Africa,09-01-2023,06-11-2024,Daily,Active,4,9,36.72,Breached,15.6,6,IT Support
225,Finance P&L,IT,USA,22-07-2024,26-02-2024,Daily,Under Maintenance,14,11,7.4,Met,5.8,8,BI Team
226,Maintenance SLA,IT,UK,15-08-2024,26-07-2024,Daily,Deprecated,13,3,33.32,Met,14.5,2,BI Team
227,Inventory Aging,Sales,India,17-08-2024,21-09-2024,Weekly,Active,10,1,26.32,Met,5.1,3,Finance Team
228,HR Attrition,Sales,South Africa,23-02-2023,17-02-2024,Weekly,Active,6,13,58.83,Breached,1.2,8,Finance Team
229,Procurement Spend,Finance,India,21-08-2023,23-03-2024,Daily,Active,1,10,57.6,Met,17.9,1,External Vendor
230,Inventory Aging,IT,UK,21-01-2024,27-02-2024,Monthly,Active,0,9,53.67,Breached,5.1,8,BI Team
231,Maintenance SLA,HR,UAE,28-08-2023,24-11-2024,Daily,Under Maintenance,13,5,44,Met,13,9,BI Team
232,Procurement Spend,HR,South Africa,01-11-2023,30-11-2024,Weekly,Active,4,14,25.33,Met,14.8,9,IT Support
233,Finance P&L,HR,UAE,31-03-2023,06-02-2024,Monthly,Active,10,14,45.36,Met,19,6,IT Support
234,Finance P&L,Operations,UK,08-05-2024,09-05-2024,Weekly,Active,7,10,51.74,Met,17.3,0,BI Team
235,Sales Summary,Finance,South Africa,13-10-2024,01-05-2024,Monthly,Active,14,6,52.17,Met,9.9,5,Finance Team
236,Maintenance SLA,Finance,USA,22-08-2023,02-12-2024,Daily,Active,8,3,35.81,Met,15.6,9,Finance Team
237,HR Attrition,Sales,UK,06-08-2023,11-11-2024,Weekly,Active,13,6,66.17,Met,11.7,3,IT Support
238,Procurement Spend,Finance,UK,07-04-2023,23-09-2024,Monthly,Active,13,0,3.88,Breached,7.1,5,Finance Team
239,Inventory Aging,Sales,India,09-12-2023,17-09-2024,Monthly,Deprecated,14,10,15.06,Met,13.2,9,External Vendor
240,Maintenance SLA,Sales,UAE,25-09-2024,12-04-2024,Daily,Active,13,1,7.79,Met,6.4,3,Finance Team
241,Maintenance SLA,Operations,South Africa,07-11-2024,04-09-2024,Monthly,Active,5,14,30.23,Met,17.9,2,IT Support
242,Finance P&L,Finance,South Africa,09-02-2023,28-07-2024,Daily,Active,3,9,46.93,Breached,13.7,1,IT Support
243,Sales Summary,Finance,USA,08-08-2023,25-04-2024,Daily,Under Maintenance,6,9,36.97,Breached,14.6,4,BI Team
244,Sales Summary,Operations,South Africa,06-11-2023,29-06-2024,Daily,Under Maintenance,0,9,37.71,Met,0.8,2,Finance Team
245,Procurement Spend,Operations,USA,11-04-2024,30-04-2024,Weekly,Active,11,8,52.74,Met,18.9,5,External Vendor
246,Finance P&L,Finance,South Africa,21-09-2024,10-06-2024,Daily,Active,5,9,49.11,Met,5.6,9,External Vendor
247,Maintenance SLA,Finance,India,26-08-2023,21-03-2024,Monthly,Active,13,5,10.08,Breached,17.4,3,External Vendor
248,HR Attrition,Sales,UK,05-08-2023,03-09-2024,Monthly,Deprecated,3,9,24.46,Breached,4.5,2,BI Team
249,Finance P&L,Procurement,South Africa,27-04-2024,02-07-2024,Daily,Under Maintenance,7,1,7.16,Met,19.3,9,External Vendor
250,Procurement Spend,IT,UK,25-12-2024,19-01-2024,Daily,Deprecated,10,0,64.26,Met,19.8,4,External Vendor
251,Procurement Spend,Sales,UAE,23-04-2023,01-11-2024,Weekly,Active,9,10,60.73,Met,7.5,9,Finance Team
252,Finance P&L,HR,UK,02-05-2023,19-08-2024,Monthly,Under Maintenance,1,6,68.65,Met,3.3,6,Finance Team
253,Procurement Spend,HR,UAE,24-05-2023,11-04-2024,Daily,Active,0,11,62.37,Met,19.9,4,External Vendor
254,Finance P&L,Procurement,South Africa,28-08-2024,05-07-2024,Weekly,Deprecated,7,13,64.57,Met,4.4,0,BI Team
255,Inventory Aging,IT,India,05-06-2023,31-05-2024,Daily,Active,4,8,9.27,Met,7.6,3,External Vendor
256,Finance P&L,Operations,India,14-12-2024,08-11-2024,Daily,Active,13,5,36.38,Breached,0.8,5,BI Team
257,Finance P&L,HR,UK,30-04-2023,25-12-2024,Weekly,Active,3,9,66.21,Met,13,5,External Vendor
258,Procurement Spend,Operations,India,25-05-2023,12-11-2024,Daily,Deprecated,10,3,59.23,Met,16.7,4,IT Support
259,Procurement Spend,Operations,UAE,03-09-2024,26-09-2024,Daily,Deprecated,9,1,63.21,Met,17.7,9,BI Team
260,Sales Summary,Sales,India,20-01-2023,15-04-2024,Monthly,Under Maintenance,4,1,39.95,Met,16.6,3,BI Team
261,Sales Summary,Operations,India,07-01-2024,19-11-2024,Monthly,Under Maintenance,12,12,70.21,Met,3.2,3,BI Team
262,Inventory Aging,Procurement,India,24-02-2023,26-04-2024,Daily,Active,2,7,61.78,Met,9.2,2,Finance Team
263,Sales Summary,Sales,USA,21-06-2024,31-07-2024,Weekly,Active,8,7,15.1,Met,5.9,7,BI Team
264,Finance P&L,Procurement,USA,29-01-2023,27-07-2024,Monthly,Deprecated,12,4,65.87,Breached,15,7,Finance Team
265,Procurement Spend,Operations,UK,23-09-2024,18-02-2024,Weekly,Active,3,0,52.29,Met,17.3,5,BI Team
266,Sales Summary,HR,South Africa,17-06-2024,12-06-2024,Daily,Active,12,0,15.66,Breached,0.6,9,Finance Team
267,Sales Summary,IT,South Africa,08-02-2024,06-01-2024,Daily,Under Maintenance,7,2,8.47,Met,3.2,6,IT Support
268,Inventory Aging,Operations,UAE,24-04-2024,01-09-2024,Weekly,Active,11,14,61.67,Met,8.2,8,External Vendor
269,Maintenance SLA,Procurement,UAE,24-06-2024,26-08-2024,Daily,Deprecated,6,8,9.61,Met,19.7,4,External Vendor
270,Inventory Aging,Finance,UK,05-05-2023,13-08-2024,Monthly,Active,3,3,58.47,Breached,13.7,8,BI Team
271,Finance P&L,Finance,USA,22-04-2023,23-05-2024,Weekly,Under Maintenance,6,14,52.98,Breached,0.5,9,External Vendor
272,Procurement Spend,HR,India,01-09-2024,26-06-2024,Monthly,Under Maintenance,12,11,8.86,Breached,3.8,5,Finance Team
273,Inventory Aging,IT,USA,16-12-2024,22-10-2024,Weekly,Deprecated,12,2,11.02,Met,1.3,6,External Vendor
274,Sales Summary,Procurement,USA,08-05-2023,17-06-2024,Weekly,Deprecated,0,14,54.6,Met,6.9,1,IT Support
275,Procurement Spend,HR,UK,13-09-2023,22-09-2024,Weekly,Deprecated,5,12,4.49,Met,13.1,3,BI Team
276,Procurement Spend,Sales,USA,05-02-2024,08-04-2024,Daily,Active,12,6,60.15,Met,16.7,4,IT Support
277,Sales Summary,Operations,South Africa,06-09-2024,24-04-2024,Weekly,Under Maintenance,14,6,70.76,Met,14.7,1,Finance Team
278,Inventory Aging,Sales,USA,25-05-2024,07-07-2024,Weekly,Deprecated,13,0,54.05,Breached,17.2,0,IT Support
279,Sales Summary,Finance,South Africa,20-08-2024,01-10-2024,Daily,Under Maintenance,3,4,67.45,Met,6,5,Finance Team
280,Maintenance SLA,Operations,UAE,23-09-2023,03-10-2024,Daily,Active,0,9,71.01,Met,3.9,0,Finance Team
281,Procurement Spend,Sales,UAE,23-03-2023,19-04-2024,Daily,Under Maintenance,13,6,12.58,Met,4,5,External Vendor
282,HR Attrition,Finance,UK,28-03-2024,06-08-2024,Daily,Under Maintenance,9,10,9.91,Met,5,7,External Vendor
283,HR Attrition,IT,India,27-05-2024,13-04-2024,Weekly,Active,3,3,2.34,Met,7,0,External Vendor
284,Finance P&L,Sales,USA,30-12-2024,15-06-2024,Daily,Active,14,11,11.88,Met,14.8,0,BI Team
285,Sales Summary,Operations,India,24-04-2023,18-08-2024,Monthly,Active,13,9,69.23,Met,6.1,6,Finance Team
286,Sales Summary,Sales,South Africa,17-12-2024,27-03-2024,Weekly,Active,12,12,4.68,Met,8,8,IT Support
287,Finance P&L,Operations,India,19-08-2023,24-11-2024,Daily,Active,8,7,69.42,Breached,12.4,5,BI Team
288,Finance P&L,Sales,USA,22-10-2023,12-12-2024,Weekly,Active,0,4,13.69,Met,9,4,IT Support
289,Finance P&L,HR,India,23-06-2023,20-11-2024,Monthly,Active,12,12,52.64,Met,0.6,7,BI Team
290,Procurement Spend,IT,India,13-10-2024,08-06-2024,Weekly,Active,2,12,62.61,Met,11.3,9,BI Team
291,Maintenance SLA,Sales,India,19-01-2024,14-12-2024,Monthly,Active,4,11,49.7,Breached,8.7,7,External Vendor
292,Sales Summary,Sales,UK,08-02-2024,19-10-2024,Monthly,Active,0,7,30.48,Breached,0.8,6,BI Team
293,Procurement Spend,HR,India,25-01-2024,01-03-2024,Daily,Active,8,7,55.06,Met,13,5,IT Support
294,Finance P&L,Finance,USA,03-10-2024,03-05-2024,Weekly,Deprecated,2,5,4.82,Breached,13.1,4,External Vendor
295,Sales Summary,Operations,USA,07-08-2024,09-05-2024,Daily,Active,10,4,31.55,Met,15,9,External Vendor
296,Procurement Spend,Procurement,India,16-01-2024,27-08-2024,Weekly,Active,0,5,53.93,Met,4.4,0,IT Support
297,Maintenance SLA,Finance,UK,16-10-2023,07-11-2024,Weekly,Active,5,1,38.74,Met,13.1,9,IT Support
298,Procurement Spend,Operations,South Africa,13-03-2024,12-11-2024,Daily,Active,2,1,42.51,Met,19.8,2,IT Support
299,Maintenance SLA,Sales,India,09-05-2023,09-12-2024,Daily,Deprecated,13,14,43.01,Met,9,7,IT Support
300,Finance P&L,Finance,UK,08-09-2023,01-07-2024,Daily,Active,2,14,30.45,Met,14.1,5,BI Team
301,Maintenance SLA,Sales,UAE,05-10-2023,12-10-2024,Weekly,Active,2,4,48.45,Met,4.8,3,External Vendor
302,Sales Summary,Finance,USA,02-08-2024,10-03-2024,Monthly,Under Maintenance,7,3,4.21,Met,14.5,9,External Vendor
303,Finance P&L,Finance,UAE,10-03-2023,02-04-2024,Daily,Deprecated,10,3,44.03,Met,18.7,8,External Vendor
304,Sales Summary,Procurement,USA,20-02-2023,13-04-2024,Monthly,Deprecated,13,6,23.67,Met,10.5,3,IT Support
305,HR Attrition,HR,South Africa,27-01-2023,17-10-2024,Daily,Active,13,11,19.73,Met,10.6,5,Finance Team
306,Inventory Aging,Finance,UK,05-05-2024,04-09-2024,Weekly,Active,2,0,3.75,Breached,2.8,4,BI Team
307,Maintenance SLA,Sales,South Africa,16-05-2024,21-11-2024,Weekly,Deprecated,3,2,49.02,Breached,6.4,1,Finance Team
308,Inventory Aging,Procurement,UAE,31-08-2024,11-11-2024,Monthly,Under Maintenance,12,2,10.67,Breached,6.1,5,Finance Team
309,Inventory Aging,Finance,UK,17-06-2024,08-08-2024,Daily,Active,3,0,6.88,Breached,6.2,4,BI Team
310,Maintenance SLA,HR,UAE,11-09-2024,18-10-2024,Daily,Active,11,7,26.8,Met,4.5,2,External Vendor
311,Finance P&L,Sales,India,24-10-2023,29-04-2024,Daily,Under Maintenance,5,12,14.65,Met,10.5,7,External Vendor
312,HR Attrition,Procurement,UAE,01-01-2024,05-04-2024,Daily,Deprecated,14,8,36.59,Met,5.8,7,External Vendor
313,Sales Summary,Operations,South Africa,26-05-2023,01-02-2024,Monthly,Deprecated,13,14,41.41,Met,16.1,3,BI Team
314,Procurement Spend,IT,South Africa,28-05-2024,28-06-2024,Daily,Deprecated,10,14,16.45,Breached,14.6,4,External Vendor
315,Sales Summary,HR,India,07-04-2024,14-06-2024,Daily,Under Maintenance,14,3,50.92,Met,18.5,5,BI Team
316,Procurement Spend,Operations,UK,12-10-2024,11-05-2024,Daily,Active,8,5,64.13,Breached,4,9,IT Support
317,Sales Summary,Operations,UAE,24-09-2023,26-11-2024,Daily,Deprecated,6,11,46.28,Breached,17.2,3,Finance Team
318,Maintenance SLA,Procurement,UAE,09-10-2023,29-07-2024,Daily,Under Maintenance,0,8,20.07,Breached,12.2,2,BI Team
319,HR Attrition,Procurement,UAE,26-10-2023,10-03-2024,Monthly,Deprecated,1,2,65.94,Met,13,7,Finance Team
320,Procurement Spend,Procurement,UK,09-12-2023,30-10-2024,Weekly,Active,11,0,34.23,Met,17.1,5,BI Team
321,Finance P&L,Operations,South Africa,16-05-2023,03-03-2024,Daily,Under Maintenance,7,14,4.36,Met,0.8,9,External Vendor
322,Sales Summary,IT,India,04-03-2023,12-12-2024,Daily,Active,9,4,35.24,Met,17.1,0,BI Team
323,Sales Summary,Sales,UK,28-04-2023,24-01-2024,Daily,Deprecated,6,4,43.35,Met,2.2,9,IT Support
324,Procurement Spend,Procurement,India,11-07-2024,11-09-2024,Daily,Under Maintenance,13,7,69.81,Breached,16.5,0,BI Team
325,Finance P&L,HR,USA,26-04-2024,30-11-2024,Daily,Active,3,1,44.77,Met,3,8,Finance Team
326,Finance P&L,Procurement,India,07-05-2024,21-06-2024,Weekly,Active,2,7,11.11,Met,0.7,4,BI Team
327,Maintenance SLA,IT,USA,15-11-2023,23-12-2024,Weekly,Active,6,8,56.87,Breached,2.9,2,BI Team
328,Maintenance SLA,Procurement,India,10-12-2023,11-07-2024,Daily,Active,10,8,69.24,Met,19.8,7,IT Support
329,Maintenance SLA,IT,USA,24-10-2023,18-03-2024,Daily,Deprecated,2,12,60.09,Breached,15.7,7,External Vendor
330,Maintenance SLA,Procurement,UAE,27-08-2024,13-09-2024,Daily,Active,11,11,54.43,Met,5.8,8,IT Support
331,Maintenance SLA,Operations,UK,11-01-2023,12-03-2024,Monthly,Under Maintenance,11,10,49.8,Met,3.2,0,IT Support
332,Maintenance SLA,IT,UAE,09-10-2024,05-10-2024,Daily,Under Maintenance,5,11,6.18,Met,19.6,0,Finance Team
333,HR Attrition,Sales,South Africa,25-06-2024,16-12-2024,Daily,Active,12,9,24.1,Breached,1.8,7,Finance Team
334,Finance P&L,Procurement,UK,01-12-2023,22-01-2024,Daily,Active,12,12,54.58,Breached,10,8,IT Support
335,Maintenance SLA,Operations,UAE,04-12-2023,25-06-2024,Daily,Active,1,3,49.73,Met,17,9,IT Support
336,Finance P&L,HR,India,02-06-2023,07-10-2024,Weekly,Active,6,6,47.92,Met,14.8,6,IT Support
337,Finance P&L,Sales,UK,04-12-2024,30-04-2024,Monthly,Active,6,3,65.42,Met,15.5,8,IT Support
338,Inventory Aging,Operations,India,09-05-2024,31-03-2024,Monthly,Active,4,12,70,Breached,10.5,3,Finance Team
339,HR Attrition,IT,UAE,30-11-2024,19-11-2024,Daily,Active,2,4,38.32,Met,18.3,0,IT Support
340,Maintenance SLA,Finance,UK,30-01-2024,16-11-2024,Weekly,Active,14,8,68.25,Breached,2.2,4,Finance Team
341,Sales Summary,HR,UAE,19-09-2024,29-06-2024,Weekly,Active,7,5,38.6,Breached,3.3,6,Finance Team
342,Procurement Spend,HR,South Africa,21-11-2024,10-04-2024,Daily,Deprecated,7,1,54.38,Met,9.7,8,External Vendor
343,Sales Summary,Finance,UAE,27-06-2024,11-02-2024,Daily,Active,2,11,4.36,Breached,18.2,0,BI Team
344,HR Attrition,Operations,South Africa,03-09-2023,02-10-2024,Daily,Active,10,13,42.93,Met,10.9,8,IT Support
345,Procurement Spend,Operations,UAE,21-04-2023,16-01-2024,Daily,Active,6,4,18.51,Met,9.6,4,IT Support
346,HR Attrition,IT,UK,25-10-2023,15-11-2024,Daily,Deprecated,13,6,31.1,Breached,7.8,0,Finance Team
347,Finance P&L,HR,India,11-02-2024,18-02-2024,Monthly,Active,6,9,71.27,Met,4.4,0,External Vendor
348,Procurement Spend,Operations,UK,29-03-2023,11-07-2024,Daily,Deprecated,1,1,36.16,Met,10.3,9,IT Support
349,Finance P&L,Finance,UAE,23-12-2024,04-12-2024,Monthly,Active,11,9,54.96,Breached,6.8,0,External Vendor
350,Sales Summary,Operations,UAE,02-04-2024,15-06-2024,Daily,Deprecated,1,3,65.29,Met,15.1,2,IT Support
351,Sales Summary,HR,UAE,25-05-2024,22-07-2024,Daily,Active,12,9,23.41,Breached,1.2,2,IT Support
352,Procurement Spend,Operations,USA,16-08-2024,27-05-2024,Monthly,Deprecated,11,6,31.9,Met,11.7,6,External Vendor
353,Procurement Spend,Sales,South Africa,03-02-2024,28-05-2024,Weekly,Under Maintenance,14,1,2.13,Met,17.4,3,Finance Team
354,Maintenance SLA,Finance,India,24-06-2023,08-09-2024,Weekly,Active,1,10,66.96,Met,5.9,5,Finance Team
355,HR Attrition,Finance,South Africa,17-09-2024,08-06-2024,Weekly,Active,12,6,61.93,Met,0.9,3,BI Team
356,Maintenance SLA,Procurement,UAE,04-07-2024,11-05-2024,Monthly,Under Maintenance,4,3,29.24,Breached,0.9,9,Finance Team
357,HR Attrition,Operations,UAE,19-01-2024,13-05-2024,Weekly,Active,9,5,8.44,Met,3.6,4,IT Support
358,Maintenance SLA,IT,South Africa,26-09-2023,25-12-2024,Daily,Active,0,11,60.22,Breached,13.9,3,BI Team
359,Finance P&L,Finance,South Africa,12-11-2024,02-08-2024,Weekly,Active,11,4,11.39,Breached,5.8,8,External Vendor
360,Procurement Spend,Operations,South Africa,19-09-2024,03-04-2024,Daily,Deprecated,6,9,6.24,Met,1,9,Finance Team
361,Sales Summary,Sales,USA,31-05-2023,18-02-2024,Weekly,Active,10,11,35.58,Met,3,5,BI Team
362,HR Attrition,HR,South Africa,07-07-2023,03-03-2024,Weekly,Active,0,10,66.67,Met,14.8,6,BI Team
363,HR Attrition,HR,UAE,22-06-2024,05-06-2024,Monthly,Deprecated,11,10,61.53,Met,17.9,8,External Vendor
364,Sales Summary,Procurement,India,21-02-2023,04-05-2024,Monthly,Active,4,8,8.32,Breached,5,8,External Vendor
365,Maintenance SLA,Procurement,UK,09-12-2024,21-06-2024,Weekly,Active,8,3,44.53,Breached,13.7,2,Finance Team
366,HR Attrition,IT,South Africa,28-02-2024,17-01-2024,Daily,Active,8,11,37.54,Breached,2.5,9,External Vendor
367,Finance P&L,Finance,South Africa,07-10-2024,09-10-2024,Monthly,Deprecated,5,1,64.63,Met,14.7,6,External Vendor
368,Procurement Spend,IT,South Africa,08-03-2023,25-03-2024,Daily,Under Maintenance,1,12,45.87,Met,1.7,5,BI Team
369,Sales Summary,Finance,India,02-11-2024,17-01-2024,Daily,Active,2,5,34.33,Met,1.1,8,Finance Team
370,Procurement Spend,Finance,South Africa,15-03-2023,24-06-2024,Weekly,Active,10,2,10.15,Met,17.2,8,IT Support
371,HR Attrition,Sales,South Africa,10-01-2024,28-08-2024,Daily,Active,14,0,42.22,Met,17.2,7,BI Team
372,HR Attrition,Procurement,South Africa,20-01-2023,09-04-2024,Monthly,Active,7,14,40.98,Met,8.5,7,IT Support
373,Sales Summary,Procurement,India,01-10-2023,13-12-2024,Daily,Active,13,7,23.98,Met,11.3,4,Finance Team
374,Finance P&L,HR,UK,15-09-2023,29-05-2024,Weekly,Active,6,14,69.41,Met,9.6,8,External Vendor
375,Inventory Aging,Procurement,UAE,13-01-2023,11-01-2024,Daily,Active,1,1,21.49,Met,3.9,4,IT Support
376,Sales Summary,Procurement,India,25-02-2023,05-11-2024,Daily,Under Maintenance,7,5,42.85,Met,13.7,9,External Vendor
377,Inventory Aging,Sales,South Africa,16-11-2024,05-08-2024,Daily,Under Maintenance,13,12,20.05,Met,2.9,7,Finance Team
378,Maintenance SLA,IT,USA,08-01-2024,27-08-2024,Monthly,Under Maintenance,5,7,22.24,Met,9.2,1,IT Support
379,Inventory Aging,Finance,India,18-03-2024,12-09-2024,Weekly,Active,11,6,14.69,Breached,9.4,3,External Vendor
380,Finance P&L,IT,South Africa,18-04-2024,30-04-2024,Daily,Active,8,11,44.88,Breached,11.7,1,IT Support
381,Maintenance SLA,Sales,South Africa,16-11-2023,22-08-2024,Daily,Active,3,5,1.08,Met,5.5,6,Finance Team
382,Inventory Aging,Operations,UAE,31-01-2024,05-04-2024,Daily,Active,6,3,11.42,Met,7.8,0,External Vendor
383,Maintenance SLA,HR,India,31-01-2024,20-01-2024,Daily,Active,10,10,6.48,Met,16.5,3,BI Team
384,Inventory Aging,HR,India,17-05-2024,28-03-2024,Monthly,Deprecated,9,5,9.53,Met,8.7,8,BI Team
385,Finance P&L,HR,UAE,11-09-2024,09-10-2024,Daily,Active,2,12,40.89,Breached,19.2,0,IT Support
386,Inventory Aging,IT,USA,11-02-2024,28-04-2024,Weekly,Deprecated,8,7,32.8,Met,14.6,0,Finance Team
387,Inventory Aging,Finance,USA,18-01-2023,12-09-2024,Daily,Active,13,14,16.91,Breached,15.1,4,External Vendor
388,Inventory Aging,Finance,UK,12-02-2024,06-08-2024,Weekly,Under Maintenance,5,6,44.05,Met,5,5,IT Support
389,Sales Summary,Finance,UK,12-07-2024,19-11-2024,Daily,Deprecated,0,6,47.29,Met,5.4,2,BI Team
390,Sales Summary,HR,UAE,04-08-2024,02-03-2024,Daily,Active,2,13,2.1,Breached,13,9,BI Team
391,Sales Summary,HR,India,05-07-2024,01-04-2024,Daily,Under Maintenance,5,5,41.62,Breached,11.7,5,Finance Team
392,Finance P&L,IT,South Africa,15-11-2024,14-05-2024,Daily,Active,2,7,39.74,Breached,12,1,External Vendor
393,Maintenance SLA,IT,USA,01-08-2024,25-09-2024,Monthly,Under Maintenance,3,12,14.99,Met,9.1,9,BI Team
394,HR Attrition,HR,India,18-09-2024,31-05-2024,Daily,Under Maintenance,8,7,29.24,Met,2.5,3,IT Support
395,Inventory Aging,Operations,UK,21-03-2024,18-07-2024,Daily,Deprecated,13,12,13.22,Breached,11.8,4,External Vendor
396,Inventory Aging,Operations,USA,25-04-2023,18-10-2024,Daily,Active,13,14,23.35,Met,17.6,2,IT Support
397,Finance P&L,IT,South Africa,20-04-2023,29-10-2024,Daily,Under Maintenance,4,10,59.12,Met,19.1,9,External Vendor
398,Inventory Aging,HR,UK,01-05-2023,28-12-2024,Weekly,Active,2,8,61.71,Breached,18.8,4,External Vendor
399,Sales Summary,Finance,South Africa,26-08-2024,12-10-2024,Daily,Active,13,10,70.84,Met,8.7,2,External Vendor
400,HR Attrition,Finance,UK,24-11-2024,13-09-2024,Weekly,Active,12,13,45.64,Met,7.6,1,IT Support
401,Procurement Spend,Operations,South Africa,09-01-2023,15-04-2024,Daily,Active,1,6,31.26,Breached,12.3,9,BI Team
402,Inventory Aging,Operations,USA,29-06-2024,02-04-2024,Monthly,Active,11,10,3.01,Breached,19.6,7,BI Team
403,Sales Summary,HR,UAE,25-07-2024,14-03-2024,Daily,Active,11,0,20.87,Breached,12.5,5,Finance Team
404,Procurement Spend,HR,South Africa,10-10-2023,19-09-2024,Weekly,Active,4,13,47.26,Met,15.3,3,Finance Team
405,HR Attrition,Finance,USA,19-03-2024,21-05-2024,Weekly,Active,14,2,3.6,Breached,2.9,0,IT Support
406,Procurement Spend,IT,India,07-09-2023,22-02-2024,Monthly,Deprecated,9,2,26.36,Met,8.4,6,BI Team
407,Sales Summary,Procurement,India,20-06-2024,08-12-2024,Daily,Under Maintenance,7,4,8.8,Breached,3.8,1,IT Support
408,Maintenance SLA,IT,UK,09-09-2024,17-12-2024,Weekly,Active,3,11,50.26,Met,3.4,3,IT Support
409,Maintenance SLA,Finance,UAE,24-03-2023,05-02-2024,Daily,Active,3,4,44.71,Met,18.9,1,BI Team
410,Procurement Spend,IT,UK,06-04-2024,20-06-2024,Weekly,Under Maintenance,6,2,50.64,Met,10.2,4,IT Support
411,Finance P&L,Finance,South Africa,05-12-2023,09-10-2024,Weekly,Active,4,7,44.14,Breached,3.7,8,IT Support
412,Procurement Spend,HR,UAE,10-08-2024,23-05-2024,Weekly,Active,10,0,9.58,Met,17.6,5,IT Support
413,Inventory Aging,Procurement,South Africa,23-04-2024,14-10-2024,Daily,Active,11,3,44.92,Met,1.8,5,IT Support
414,Inventory Aging,Procurement,USA,02-06-2023,15-01-2024,Weekly,Deprecated,1,14,16.32,Met,5.8,9,IT Support
415,Maintenance SLA,HR,UAE,17-03-2024,14-01-2024,Weekly,Under Maintenance,12,4,31.64,Met,13.7,1,External Vendor
416,Finance P&L,Sales,India,26-07-2024,26-10-2024,Monthly,Deprecated,10,3,42.51,Breached,2.8,1,BI Team
417,Sales Summary,HR,USA,29-06-2023,03-01-2024,Weekly,Deprecated,0,5,10.56,Met,14.8,9,Finance Team
418,Inventory Aging,Operations,USA,29-09-2024,19-08-2024,Daily,Deprecated,10,0,36.92,Met,3.7,5,External Vendor
419,Maintenance SLA,IT,South Africa,14-01-2023,02-06-2024,Daily,Active,2,7,71.86,Met,12.4,6,Finance Team
420,HR Attrition,Procurement,UK,02-06-2024,16-08-2024,Daily,Deprecated,12,9,34.54,Met,7.8,3,IT Support
421,Maintenance SLA,HR,South Africa,30-12-2024,05-12-2024,Weekly,Deprecated,5,4,59.63,Met,11.2,4,BI Team
422,Inventory Aging,Finance,USA,04-11-2024,07-09-2024,Monthly,Active,5,12,16.19,Met,8.2,5,BI Team
